MARKETEVALUATIONPOINT_EAN;CONDUCTINGEQUIPMENT_NAME;MARKETPARTICIPANT_NAME;MARKETROLE_NAME;STREETADDRESS_POSTALCODE;STREETDETAIL_NAME;STREETDETAIL_NUMBER;TOWNDETAIL_NAME;TOWNDETAIL_SECTION;TOWNDETAIL_STATEORPROVINCE;COORDINATESYSTEM_NAME;POSITIONPOINT_YPOSITION;POSITIONPOINT_XPOSITION
871687110004827134;\\N;PARKNCHARGE SPV3 B.V.;NVT;3841GP;FRIESEGRACHT;65 ELP;HARDERWIJK;HARDERWIJK;GELDERLAND;EPSG:4326;52,34727;5,61831
871690930000972058;2003600-EL-T01;\\N;NVT;2215PP;WILLAME NAGHELSTRAAT;31 ELP;TEYLINGEN;VOORHOUT;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871690930000972058;2003603-EL-T01;\\N;NVT;2215PP;WILLAME NAGHELSTRAAT;31 ELP;TEYLINGEN;VOORHOUT;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871690930000950803;9008115-EL-T01;\\N;NVT;2394TT;GUIDO GEZELLESTRAAT;2 ELP;ALPHEN AAN DEN RIJN;HAZERSWOUDE-RIJNDIJK;ZUID-HOLLAND;EPSG:4326;52,12569;4,58461
871690930000797934;2002718-EL-T02;AFDELING FINANCE ALLEGO;NVT;2332KV;ROBIJNSTRAAT;92 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,15613;4,46394
871690930000797934;2002718-EL-T01;AFDELING FINANCE ALLEGO;NVT;2332KV;ROBIJNSTRAAT;92 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,15613;4,46394
871690930000802072;2003057-EL-T01;SCHAIK;NVT;2324GV;BACHSTRAAT;318 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871685920004450797;3003730-EL-T02;PARKNCHARGE SPV6 B.V.;NVT;1186XS;TURFSCHIP;186 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,28028;4,86566
871687110004708075;9005803-EL-T01;PARKNCHARGE SPV6 B.V.;NVT;3925BW;HOVENIERSLAAN;42 ELP;SCHERPENZEEL;SCHERPENZEEL GLD;GELDERLAND;EPSG:4326;52,0769;5,47768
871687110004366459;5000937-EL-T01;ALLEGOEZ;NVT;7314HN;DIAMANTSTRAAT;2 ELP;APELDOORN;APELDOORN;GELDERLAND;EPSG:4326;52,22099;5,94187
871687110004366459;5000641-EL-T01;ALLEGOEZ;NVT;7314HN;DIAMANTSTRAAT;2 ELP;APELDOORN;APELDOORN;GELDERLAND;EPSG:4326;52,22099;5,94187
871687110004314726;6017574-EL-T01;OPCHARGE SPV III B.V.;NVT;6846GJ;CENTRAALSPOOR;56 ELP;ARNHEM;ARNHEM;GELDERLAND;EPSG:4326;51,96076;5,84174
871687110002834912;6017725-EL-T01;OPLAAD.NET B.V.;NVT;6826BM;WAALSTRAAT;61 ELP;ARNHEM;ARNHEM;GELDERLAND;EPSG:4326;51,9856;5,94149
871687110004163553;9003860-EL-T01;OPLAAD.NET B.V.;NVT;4105RG;BLOKWETERING;11 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;51,94535;5,19976
871687110003875129;6003251-EL-T01;OPLAAD.NET B.V.;NVT;4102HA;VAN LIMBURG STIRUMSTRAAT;20 ELP;CULEMBORG;CULEMBORG;GELDERLAND;EPSG:4326;51,94834;5,23999
871685920003641226;3003897-EL-T01;ALLEGO B.V.;NVT;1183GR;STRAAT VAN MOZAMBIQUE;10 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,30929;4,87807
871685920004800455;3027610-EL-T01;\\N;NVT;1187XR;STARTBAAN;12 A ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871690930000766053;9015745-EL-T01;ALLEGO B.V.;NVT;2225TS;J. VAN DER VEGTSTRAAT;22 ELP;KATWIJK;KATWIJK ZH;ZUID-HOLLAND;EPSG:4326;52,20412;4,40639
871687110004087156;9012517-EL-T01;TCSNL;NVT;8303LB;REGGESTRAAT;2 ELP;NOORDOOSTPOLDER;EMMELOORD;FLEVOLAND;EPSG:4326;52,71455;5,72966
871687110003969057;3001670-EL-T01;TCSNL;NVT;1382LV;LEEUWENVELDSEWEG;5 A ELP;AMSTERDAM;WEESP;NOORD-HOLLAND;EPSG:4326;52,31287;5,04446
871685920004412795;3027167-EL-T01;TCSNL;NVT;1422LL;CLARA EGGINKLAAN;28 ELP;UITHOORN;UITHOORN;NOORD-HOLLAND;EPSG:4326;52,2465;4,83897
871687110004239821;7003156-EL-T01;TCSNL;NVT;1322AP;VERSTERKERSTRAAT;2 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,35148;5,19105
871685920003999464;3014733-EL-T01;TCSNL;NVT;1704TE;ZEEAREND;2 ELP;DIJK EN WAARD;HEERHUGOWAARD;NOORD-HOLLAND;EPSG:4326;52,65598;4,81574
871685920004186498;3018216-EL-T01;TCSNL;NVT;1705BA;MOERBEEKLAAN;19 ELP;DIJK EN WAARD;HEERHUGOWAARD;NOORD-HOLLAND;EPSG:4326;52,65108;4,83696
871687110004513624;1003077-EL-T01;TCSNL;NVT;8802XR;J H PAMEIJERSTRAAT;56 ELP;WAADHOEKE;FRANEKER;FRYSLÂN;EPSG:4326;53,19006;5,55987
871685920004125855;9005670-EL-T01;TCSNL;NVT;1078RJ;VECHTSTRAAT;49 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,34747;4,9059
871685920003562002;3001945-EL-T01;TCSNL;NVT;1165LJ;HOUTRIJKSTRAAT;31 ELP;HAARLEMMERMEER;HALFWEG;NOORD-HOLLAND;EPSG:4326;52,38158;4,75693
871687110004769724;1001093-EL-T01;TCSNL;NVT;9038TG;FOLKERT KLAZINGASTRJITTE;23 ELP;WAADHOEKE;INGELUM;FRYSLÂN;EPSG:4326;53,22632;5,7146
871685920004120898;3023603-EL-T02;TCSNL;NVT;1079EC;WAALSTRAAT;120 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,3432;4,90192
871687110004670716;7011955-EL-T01;TCSNL;NVT;1363ZB;MERCURIUSSTRAAT;9 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,35535;5,15729
871687110004529861;1003160-EL-T01;TCSNL;NVT;8862VA;HUGO DE GROOTSTRAAT;37 ELP;HARLINGEN;HARLINGEN;FRYSLÂN;EPSG:4326;53,16834;5,43232
871687110002857522;5000693-EL-T01;PARKNCHARGE SPV5 B.V.;NVT;7316LT;KAMERLINGH ONNESSTRAAT;60 ELP;APELDOORN;APELDOORN;GELDERLAND;EPSG:4326;52,23456;5,96956
871685920004256931;3009427-EL-T01;TCSNL;NVT;1107BN;WETH VAN WIJCKSTRAAT;19 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,2953;4,9933
871687110004149601;7003416-EL-T01;TCSNL;NVT;1335CL;EEUWENWEG;1 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,40257;5,29216
871687110004713802;7003233-EL-T01;TCSNL;NVT;1353EZ;KIMWIERDE;419 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,3373;5,20784
871685920003606263;3017983-EL-T01;TCSNL;NVT;1541XX;KLUIVERKAMP;25 ELP;ZAANSTAD;KOOG AAN DE ZAAN;NOORD-HOLLAND;EPSG:4326;52,45647;4,79472
871687110004565883;1000145-EL-T01;TCSNL;NVT;9074AH;SPOKEPAD;4 ELP;NOARDEAST-FRYSLÂN;HALLUM;FRYSLÂN;EPSG:4326;53,30753;5,78363
871685920004123080;3004438-EL-T01;TCSNL;NVT;1827DE;ARAGONSTRAAT;1 ELP;ALKMAAR;ALKMAAR;NOORD-HOLLAND;EPSG:4326;52,66615;4,7593
871685920003778755;3027010-EL-T01;TCSNL;NVT;1961GH;RAADHUISSTRAAT;106 ELP;HEEMSKERK;HEEMSKERK;NOORD-HOLLAND;EPSG:4326;52,51269;4,6701
871685920004172866;0102011-EL-T01;TCSNL;NVT;1901ZV;KONINGSDUIN;17 ELP;CASTRICUM;CASTRICUM;NOORD-HOLLAND;EPSG:4326;52,56124;4,6471
871685920004182520;3016873-EL-T01;TCSNL;NVT;1052LS;HUGO DE GROOTKADE;20 W ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,37331;4,87394
871685920003684599;9017738-EL-T01;TCSNL;NVT;1741LA;HARMENKAAG;9 ELP;SCHAGEN;SCHAGEN;NOORD-HOLLAND;EPSG:4326;52,78338;4,81036
871685920004059075;9020480-EL-T01;TCSNL;NVT;1033HA;METEORENWEG;221 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,41387;4,88325
871685920004096469;3027554-EL-T01;TCSNL;NVT;1851KH;HOLLEWEG;32 ELP;HEILOO;HEILOO;NOORD-HOLLAND;EPSG:4326;52,60542;4,7107
871685920004439044;3023460-EL-T02;TCSNL;NVT;1025CJ;ZILVERBERG;68 B ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,40025;4,94256
871685920004439044;3013007-EL-T01;TCSNL;NVT;1025CJ;ZILVERBERG;68 B ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,40025;4,94256
871685920004439044;3023460-EL-T01;TCSNL;NVT;1025CJ;ZILVERBERG;68 B ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,40025;4,94256
871685920004220505;3024988-EL-T01;TCSNL;NVT;1648KH;OVERDORPSTRAAT;56 ELP;KOGGENLAND;DE GOORN;NOORD-HOLLAND;EPSG:4326;52,63096;4,94181
871685920003828672;3017735-EL-T01;TCSNL;NVT;1381GD;M.DOTINGALAAN;62 ELP;AMSTERDAM;WEESP;NOORD-HOLLAND;EPSG:4326;52,30153;5,05069
871687110004553118;9018540-EL-T01;TCSNL;NVT;1341BH;NOBELSTRAAT;51 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,35568;5,28015
871685920004240275;9026815-EL-T01;TCSNL;NVT;2071CX;KERKPAD;83 ELP;VELSEN;SANTPOORT-NOORD;NOORD-HOLLAND;EPSG:4326;52,44333;4,63947
871687110003882301;3010543-EL-T01;TCSNL;NVT;1215EK;FREDERIK VAN EEDENLAAN;11 C ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;52,21664;5,158
871687110003882301;3022653-EL-T01;TCSNL;NVT;1215EK;FREDERIK VAN EEDENLAAN;11 C ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;52,21664;5,158
871687110004597006;9008768-EL-T01;TCSNL;NVT;8927AG;TOLHUSWEI;142 ELP;LEEUWARDEN;LEEUWARDEN;FRYSLÂN;EPSG:4326;53,21781;5,82697
871687110004424166;1006892-EL-T01;TCSNL;NVT;9062GB;VAN HAERSMASINGEL;6 ELP;TYTSJERKSTERADIEL;OENTSJERK;FRYSLÂN;EPSG:4326;53,25157;5,89835
871685920004359038;3006460-EL-T02;TCSNL;NVT;1051XN;VAN BEUNINGENSTRAAT;177 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,3818;4,87315
871685920004359038;3006460-EL-T01;TCSNL;NVT;1051XN;VAN BEUNINGENSTRAAT;177 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,3818;4,87315
871685920004359038;3016894-EL-T01;TCSNL;NVT;1051XN;VAN BEUNINGENSTRAAT;177 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,3818;4,87315
871685920004359038;3016894-EL-T01;TCSNL;NVT;1051XN;VAN BEUNINGENSTRAAT;177 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,3818;4,87315
871685920004124124;3027857-EL-T01;TCSNL;NVT;1511ER;BEGONIASTRAAT;2 ELP;OOSTZAAN;OOSTZAAN;NOORD-HOLLAND;EPSG:4326;52,44023;4,87658
871687110004362215;7007679-EL-T01;TCSNL;NVT;1328HK;PAUL KLEESTRAAT;122 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,37242;5,25967
871685920004566719;3015466-EL-T01;TCSNL;NVT;1221BR;GEUZENWEG;225 ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;52,2324;5,18698
871685920004180595;3014972-EL-T01;TCSNL;NVT;1684NV;VOLKERSWEG;19 ELP;MEDEMBLIK;ZWAAGDIJK-OOST;NOORD-HOLLAND;EPSG:4326;52,70201;5,1269
871685920004267623;3007699-EL-T01;TCSNL;NVT;1132VV;PAULUS RINKSTRAAT;23 ELP;EDAM-VOLENDAM;VOLENDAM;NOORD-HOLLAND;EPSG:4326;52,49928;5,05717
871685920004207803;3003146-EL-T01;TCSNL;NVT;1054XZ;PIETER LANGENDIJKSTRAAT;47 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,35996;4,86163
871685920004056708;3025820-EL-T01;TCSNL;NVT;1447ZV;BISSCHOP ROMEROSTRAAT;35 ELP;PURMEREND;PURMEREND;NOORD-HOLLAND;EPSG:4326;52,48452;4,96306
871687110004032309;7003522-EL-T01;TCSNL;NVT;1339NP;FIJISTRAAT;31 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,3967;5,30481
871685920004452272;3018035-EL-T01;TCSNL;NVT;1964PA;DUINROOSHOF;7 ELP;HEEMSKERK;HEEMSKERK;NOORD-HOLLAND;EPSG:4326;52,50756;4,659
871687110004823846;7004642-EL-T01;TCSNL;NVT;3893EC;JADE;58 ELP;ZEEWOLDE;ZEEWOLDE;FLEVOLAND;EPSG:4326;52,33716;5,51818
871687110004823846;7004639-EL-T01;TCSNL;NVT;3893EC;JADE;58 ELP;ZEEWOLDE;ZEEWOLDE;FLEVOLAND;EPSG:4326;52,33716;5,51818
871687110004823846;7004638-EL-T01;TCSNL;NVT;3893EC;JADE;58 ELP;ZEEWOLDE;ZEEWOLDE;FLEVOLAND;EPSG:4326;52,33716;5,51818
871687110004823846;7004652-EL-T01;TCSNL;NVT;3893EC;JADE;58 ELP;ZEEWOLDE;ZEEWOLDE;FLEVOLAND;EPSG:4326;52,33716;5,51818
871685920004314747;3021907-EL-T01;TCSNL;NVT;1715GH;SPANBROEKERWEG;35 ELP;OPMEER;SPANBROEK;NOORD-HOLLAND;EPSG:4326;52,69768;4,94392
871687110004151253;7003397-EL-T01;TCSNL;NVT;1326MA;HABANERASTRAAT;57 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,36436;5,25451
871687110004151253;7003395-EL-T01;TCSNL;NVT;1326MA;HABANERASTRAAT;57 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,36436;5,25451
871687110004637047;1012549-EL-T01;TCSNL;NVT;9204LN;GERBEN VAN MANENSTRAAT;129 ELP;SMALLINGERLAND;DRACHTEN;FRYSLÂN;EPSG:4326;53,1046;6,06212
871687110005196666;6001942-EL-T01;VATTENFALL C&S - GELDERL;NVT;6663DD;BEGONIASTRAAT;70 ELP;NIJMEGEN;LENT;GELDERLAND;EPSG:4326;\\N;\\N
871685920004648279;3024464-EL-T01;TCSNL;NVT;1187DK;DRAKENSTEYN;10 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,27799;4,8134
871685920003602036;0102940-EL-T01;TCSNL;NVT;1764HT;IRISSENSTRAAT;23 ELP;HOLLANDS KROON;BREEZAND;NOORD-HOLLAND;EPSG:4326;52,88529;4,80491
871687110003899491;7003423-EL-T01;TCSNL;NVT;1321GG;ALBERT HELMANHOF;39 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,35753;5,18665
871687110004406957;7002456-EL-T01;TCSNL;NVT;8244PE;PIONIERSSTRAAT;52 ELP;LELYSTAD;LELYSTAD;FLEVOLAND;EPSG:4326;52,50164;5,41575
871687110004429079;9025657-EL-T01;TCSNL;NVT;8302WP;JOHANNA NABERHAGE;2 ELP;NOORDOOSTPOLDER;EMMELOORD;FLEVOLAND;EPSG:4326;52,72993;5,73979
871687110004429079;9025657-EL-T01;TCSNL;NVT;8302WP;JOHANNA NABERHAGE;2 ELP;NOORDOOSTPOLDER;EMMELOORD;FLEVOLAND;EPSG:4326;52,72993;5,73979
871685920003935028;3016223-EL-T01;TCSNL;NVT;1704BX;DE VORK;4 ELP;DIJK EN WAARD;HEERHUGOWAARD;NOORD-HOLLAND;EPSG:4326;52,67955;4,84004
871685920004093314;3006259-EL-T01;TCSNL;NVT;1075HD;JOHANNES VERHULSTSTRAAT;194 2 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,35311;4,86679
871685920003772784;3011061-EL-T01;TCSNL;NVT;1911KG;DE KRIJGSMAN;25 ELP;UITGEEST;UITGEEST;NOORD-HOLLAND;EPSG:4326;52,51953;4,70115
871687110004770959;1004747-EL-T01;TCSNL;NVT;8397GV;MEIDOORNSTRAAT;31 ELP;WESTSTELLINGWERF;DE BLESSE;FRYSLÂN;EPSG:4326;52,84422;6,04302
871685920004033754;3025758-EL-T01;TCSNL;NVT;1446EP;PAPAVERSTRAAT;44 ELP;PURMEREND;PURMEREND;NOORD-HOLLAND;EPSG:4326;52,50801;4,99574
871685920004272917;9002160-EL-T01;TCSNL;NVT;1059EM;KROMME LEIMUIDENSTRAAT;2 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,34904;4,85026
871685920004272917;3024793-EL-T01;TCSNL;NVT;1059EM;KROMME LEIMUIDENSTRAAT;2 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,34904;4,85026
871685920004596228;3004063-EL-T01;TCSNL;NVT;1508CP;KLAVERWEG;85 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004596228;3011022-EL-T01;TCSNL;NVT;1508CP;KLAVERWEG;85 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920003974812;3017991-EL-T01;TCSNL;NVT;1544ZA;TAMBOERIJNHOF;1 ELP;ZAANSTAD;ZAANDIJK;NOORD-HOLLAND;EPSG:4326;52,47284;4,79838
871687110004410220;1001514-EL-T01;TCSNL;NVT;9286EJ;MOUNEWEI;37 ELP;ACHTKARSPELEN;TWIJZEL;FRYSLÂN;EPSG:4326;53,23267;6,0861
871685920004093802;3010949-EL-T01;TCSNL;NVT;1507TP;OUVERTURE;24 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;52,44061;4,80695
871685920004242880;3004021-EL-T01;TCSNL;NVT;1974NC;KRUISBERGLAAN;12 ELP;VELSEN;IJMUIDEN;NOORD-HOLLAND;EPSG:4326;52,44735;4,59321
871687110004464575;1006637-EL-T01;TCSNL;NVT;9262NW;PASTORIJELANNEN;13 ELP;TYTSJERKSTERADIEL;SUMAR;FRYSLÂN;EPSG:4326;53,17642;6,00207
871685920003974959;3010801-EL-T01;TCSNL;NVT;1271VV;ZEEWEG;17 ELP;HUIZEN;HUIZEN;NOORD-HOLLAND;EPSG:4326;52,30069;5,23251
871685920004123639;9007767-EL-T01;TCSNL;NVT;1052GN;AMALIASTRAAT;2 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,37937;4,87488
871685920004123639;9007767-EL-T01;TCSNL;NVT;1052GN;AMALIASTRAAT;2 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,37937;4,87488
871685920004477084;3007922-EL-T01;TCSNL;NVT;1861TZ;DREEF;26 ELP;BERGEN (NH);BERGEN NH;NOORD-HOLLAND;EPSG:4326;52,66943;4,70324
871685920004477084;3007922-EL-T01;TCSNL;NVT;1861TZ;DREEF;26 ELP;BERGEN (NH);BERGEN NH;NOORD-HOLLAND;EPSG:4326;52,66943;4,70324
871685920004477084;9025797-EL-T01;TCSNL;NVT;1861TZ;DREEF;26 ELP;BERGEN (NH);BERGEN NH;NOORD-HOLLAND;EPSG:4326;52,66943;4,70324
871685920003826180;3025851-EL-T01;TCSNL;NVT;1671AW;DAM;2 ELP;MEDEMBLIK;MEDEMBLIK;NOORD-HOLLAND;EPSG:4326;52,7738;5,10583
871685920004300665;9022263-EL-T01;TCSNL;NVT;1384AV;FORT UITHOORNSTRAAT;15 ELP;AMSTERDAM;WEESP;NOORD-HOLLAND;EPSG:4326;52,31979;5,03355
871685920004111810;3021586-EL-T01;TCSNL;NVT;1131GM;VISSERSSTRAAT;72 ELP;EDAM-VOLENDAM;VOLENDAM;NOORD-HOLLAND;EPSG:4326;52,49801;5,07531
871685920004058016;3013387-EL-T01;TCSNL;NVT;1051XC;VAN BEUNINGENSTRAAT;1 A ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,3854;4,87896
871685920004217802;3027090-EL-T01;TCSNL;NVT;1911LL;DE DARSE;32 ELP;UITGEEST;UITGEEST;NOORD-HOLLAND;EPSG:4326;52,51396;4,70506
871687110004551916;7003203-EL-T01;TCSNL;NVT;1317AZ;LADDERBAAI;40 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,38752;5,22919
871685920004387666;3026195-EL-T01;TCSNL;NVT;1703DV;PARELHOF;20 ELP;DIJK EN WAARD;HEERHUGOWAARD;NOORD-HOLLAND;EPSG:4326;52,66409;4,82455
871685920004133768;3002116-EL-T01;TCSNL;NVT;2032LJ;TEDING VAN BERKHOUTSTR;43 ELP;HAARLEM;HAARLEM;NOORD-HOLLAND;EPSG:4326;52,38013;4,65469
871685920004133768;9016432-EL-T01;TCSNL;NVT;2032LJ;TEDING VAN BERKHOUTSTR;43 ELP;HAARLEM;HAARLEM;NOORD-HOLLAND;EPSG:4326;52,38013;4,65469
871687110004232044;7003434-EL-T01;TCSNL;NVT;1335CN;EEUWENWEG;83 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,40061;5,28732
871687110004232044;7003416-EL-T02;TCSNL;NVT;1335CN;EEUWENWEG;83 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,40061;5,28732
871685920004389714;3027641-EL-T02;TCSNL;NVT;1214CL;VIOLENSTRAAT;6 ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;52,21937;5,16849
871685920004389714;3027641-EL-T01;TCSNL;NVT;1214CL;VIOLENSTRAAT;6 ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;52,21937;5,16849
871685920004389714;9002016-EL-T01;TCSNL;NVT;1214CL;VIOLENSTRAAT;6 ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;52,21937;5,16849
871685920004069647;3003106-EL-T01;TCSNL;NVT;1934PJ;MOSSELAAN;33 ELP;BERGEN (NH);EGMOND AAN DEN HOEF;NOORD-HOLLAND;EPSG:4326;52,61781;4,65091
871685920004356914;9021380-EL-T01;TCSNL;NVT;1011VA;RAPENBURGERPLEIN;1 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,3703;4,91102
871685920004419084;3008353-EL-T01;TCSNL;NVT;1785BC;JAN AARJENSZ PRINSSTRAAT;2 ELP;DEN HELDER;DEN HELDER;NOORD-HOLLAND;EPSG:4326;52,939;4,77794
871685920003888379;3003690-EL-T01;TCSNL;NVT;2131EK;PATER DAMIAANSTRAAT;30 ELP;HAARLEMMERMEER;HOOFDDORP;NOORD-HOLLAND;EPSG:4326;52,29927;4,67937
871685920004124063;3016737-EL-T02;TCSNL;NVT;1054CR;2E C HUYGENSSTR;63 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,36274;4,87346
871685920004191430;3011133-EL-T01;TCSNL;NVT;1131RE;OOSTER VEN;34 ELP;EDAM-VOLENDAM;VOLENDAM;NOORD-HOLLAND;EPSG:4326;52,50603;5,07351
871685920004191430;3014629-EL-T01;TCSNL;NVT;1131RE;OOSTER VEN;34 ELP;EDAM-VOLENDAM;VOLENDAM;NOORD-HOLLAND;EPSG:4326;52,50603;5,07351
871685920004261225;3000622-EL-T01;TCSNL;NVT;1901AC;MIENT;41 ELP;CASTRICUM;CASTRICUM;NOORD-HOLLAND;EPSG:4326;52,549;4,65817
871685920004566566;0106453-EL-T01;SMART SOLAR CHARGING BV;NVT;2132HE;NIEMEYERSTRAAT;122 ELP;HAARLEMMERMEER;HOOFDDORP;NOORD-HOLLAND;EPSG:4326;52,29809;4,70469
871685920003861983;0108629-EL-T01;TCSNL;NVT;1509BN;HAALDERSBROEK;12 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;52,471;4,82848
871685920003861983;3014532-EL-T01;TCSNL;NVT;1509BN;HAALDERSBROEK;12 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;52,471;4,82848
871685920003771565;3010990-EL-T01;TCSNL;NVT;1985ES;KRIEMHILDESTRAAT;1 ELP;VELSEN;DRIEHUIS NH;NOORD-HOLLAND;EPSG:4326;52,45074;4,63437
871685920004301600;9023609-EL-T01;TCSNL;NVT;2023BP;VERSPRONCKWEG;150 A26 ELP;HAARLEM;HAARLEM;NOORD-HOLLAND;EPSG:4326;52,39544;4,62691
871685920004267340;3021706-EL-T01;TCSNL;NVT;1705DZ;GEESTSTRAAT;7 ELP;DIJK EN WAARD;HEERHUGOWAARD;NOORD-HOLLAND;EPSG:4326;52,648;4,8318
871685920004096117;3017197-EL-T01;TCSNL;NVT;1036KJ;BOOMGAARDLAAN;30 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,40586;4,90116
871685920004053479;3026493-EL-T03;TCSNL;NVT;1034MA;GROOTZEILHOF;102 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,40875;4,92322
871685920004053479;3026493-EL-T03;TCSNL;NVT;1034MA;GROOTZEILHOF;102 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,40875;4,92322
871687110003963192;3000189-EL-T02;TCSNL;NVT;1394ET;G HENDRIK BREITNERLN;23 ELP;WIJDEMEREN;NEDERHORST DEN BERG;NOORD-HOLLAND;EPSG:4326;52,26542;5,0417
871685920004308050;3002857-EL-T02;TCSNL;NVT;1094RN;TIDORESTRAAT;10 A ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,35995;4,94004
871685920004308050;3016826-EL-T01;TCSNL;NVT;1094RN;TIDORESTRAAT;10 A ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,35995;4,94004
871685920004308050;3006381-EL-T01;TCSNL;NVT;1094RN;TIDORESTRAAT;10 A ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,35995;4,94004
871685920004308050;0101637-EL-T01;TCSNL;NVT;1094RN;TIDORESTRAAT;10 A ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,35995;4,94004
871685920004308050;3002857-EL-T01;TCSNL;NVT;1094RN;TIDORESTRAAT;10 A ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,35995;4,94004
